id,model,n,rmse,smape,rmsse,crps,coverage_90,mpiw_90,mis_90,coverage_80,mpiw_80,mis_80
702,NeuralTFR,15,0.13408569720574984,8.898286771124651,0.7764099008469476,0.0666908922970295,93.33333333333333,0.5616858124732971,0.583763808409373,93.33333333333333,0.46261680920918785,0.5018555990854899
702,BayesTFR,15,0.18111923176587105,12.227425500203145,1.0487529073368247,0.08422009137673611,86.66666666666667,0.4447796411237014,0.5470507867677452,80.0,0.34375612911029463,0.5031478082852688
702,NaiveDrift,15,0.15541655935693388,12.854252853315815,0.8999241377335836,,0.0,,,0.0,,
703,NeuralTFR,15,0.18307725295001692,11.67631976639234,2.393661265598697,0.08944696286916735,100.0,0.5752534945805867,0.5752534945805867,93.33333333333333,0.46075085004170735,0.47861984570821126
703,BayesTFR,15,0.05034759282043888,2.8555307098607834,0.6582744759848576,0.034990714755068174,100.0,0.47337633023396347,0.47337633023396347,93.33333333333333,0.3662157062675013,0.37434293532934976
703,NaiveDrift,15,0.1072449301605988,5.826977569553322,1.4021842207089936,,0.0,,,0.0,,
704,NeuralTFR,12,0.1895978479541024,8.795026132769879,0.8212787618738109,0.09817788692812128,100.0,0.698140154282252,0.698140154282252,83.33333333333334,0.5214526851971945,0.5879098773002628
704,BayesTFR,12,0.10906466687282736,4.774087611281127,0.47243413118897254,0.0615516180295999,100.0,0.5690935479664,0.5690935479664,91.66666666666666,0.4374264274542834,0.4676242931497769
704,NaiveDrift,12,0.07132713697684354,2.6755593336668233,0.3089669180133659,,0.0,,,0.0,,
705,NeuralTFR,15,0.1907698387359642,12.357622828044812,2.593728486245148,0.09577553296089172,100.0,0.5903410911560059,0.5903410911560059,100.0,0.4568612098693848,0.4568612098693848
705,BayesTFR,15,0.059914373425611234,2.951617487500654,0.8146026547971319,0.03514486264501267,100.0,0.4282879500916127,0.4282879500916127,100.0,0.3315866610361334,0.3315866610361334
705,NaiveDrift,15,0.26719828110391963,13.018892393546595,3.6328583059410122,,0.0,,,0.0,,
706,NeuralTFR,12,0.21493529086140822,2.3647014731732625,1.4577528168811094,0.1321878743258815,100.0,1.7788417339324951,1.7788417339324951,100.0,1.269136110941569,1.269136110941569
706,BayesTFR,12,0.21518155196822586,2.426875098678848,1.459423030370541,0.13570749360470108,100.0,1.6883148739805642,1.6883148739805642,100.0,1.3059817056713034,1.3059817056713034
706,NaiveDrift,12,1.1528388686069169,13.107192690264828,7.8188840063747245,,0.0,,,0.0,,
710,NeuralTFR,13,0.20398114456556923,7.042241678106856,0.6345401190662256,0.09448268418128677,100.0,0.9233082441183237,0.9233082441183237,100.0,0.6562245809114896,0.6562245809114896
710,BayesTFR,13,0.23762973579649582,8.335040429646002,0.7392134266484348,0.10982815018322625,100.0,0.8358937068220386,0.8358937068220386,84.61538461538461,0.6475547646826284,0.7241034648508928
710,NaiveDrift,13,0.37048366078937234,11.69574530832857,1.152492534199951,,0.0,,,0.0,,
716,NeuralTFR,13,0.46561641716220076,11.816028300131801,3.9059866787383792,0.22861988761204716,92.3076923076923,1.2349463242750902,1.2502520561658381,69.23076923076923,0.9175991828625019,1.1927272723361158
716,BayesTFR,13,0.3796777632677959,9.857590057235269,3.185060128626383,0.1956976413372365,100.0,1.3089425805861277,1.3089425805861277,100.0,1.0157445124988569,1.0157445124988569
716,NaiveDrift,13,0.20315211098639915,5.139208874768951,1.7042127597361567,,0.0,,,0.0,,
724,NeuralTFR,15,0.08747910397706998,5.236542161082289,1.2135375440041882,0.04963581734895705,100.0,0.5675025383631388,0.5675025383631388,100.0,0.47168413003285725,0.47168413003285725
724,BayesTFR,15,0.33664211963995855,21.577448787365068,4.670004978369722,0.2077150454145145,0.0,0.428642272329218,2.2045794051430976,0.0,0.3345132484405866,1.7315815974450601
724,NaiveDrift,15,0.4516093561556299,27.147732179738814,6.264866511002094,,0.0,,,0.0,,
728,NeuralTFR,2,0.5073753670355843,7.262429799293021,2.144715249322199,0.2878843127047127,100.0,1.2010157108306885,1.2010157108306885,0.0,0.6849944591522217,1.8940380371728427
728,BayesTFR,2,0.4713754491285357,6.5678733075043185,1.9925407885069195,0.26485877886989695,50.0,0.8949149064014201,1.6739769866154615,0.0,0.7002092628258998,1.767523584976403
728,NaiveDrift,2,0.19969002932546698,2.7591380105557226,0.8441053288302214,,0.0,,,0.0,,
740,NeuralTFR,13,0.09958561451518984,3.3739658509064507,0.19152490913169726,0.06407835362049251,100.0,0.8927719317949735,0.8927719317949735,92.3076923076923,0.6473442774552566,0.6653162699479324
740,BayesTFR,13,0.14973026243261467,5.7960175084010634,0.28796403020937905,0.08498949254884455,100.0,0.824114460204924,0.824114460204924,92.3076923076923,0.6335272057939407,0.6357864996082259
740,NaiveDrift,13,0.2400282320604613,8.950507589896624,0.46162676766341343,,0.0,,,0.0,,
748,NeuralTFR,8,0.13242008514446307,3.2934778386201957,0.29241164196447256,0.07836733140051358,100.0,1.075927585363388,1.075927585363388,100.0,0.7441133558750153,0.7441133558750153
748,BayesTFR,8,0.24458720801669787,6.080470423574066,0.5401004464061782,0.11715057243425624,100.0,1.0106657455269725,1.0106657455269725,100.0,0.7831887804719125,0.7831887804719125
748,NaiveDrift,8,0.10938191748942334,2.9151873384504126,0.24153848005316825,,0.0,,,0.0,,
752,NeuralTFR,15,0.10718403300038067,5.45457112167035,1.4898883365307654,0.06310692677895227,100.0,0.6672429958979289,0.6672429958979289,100.0,0.5198445081710815,0.5198445081710815
752,BayesTFR,15,0.18531361195266455,7.365372944423449,2.575911554360738,0.08283560952448932,86.66666666666667,0.39548403921514474,0.8239522045793278,66.66666666666666,0.30292289424559604,0.6407041911142978
